area_type,location,total_sqft,bath,balcony,price,bhk
Super built-up  Area,HRBR Layout,1210.0,2.0,1.0,75.0,2
Super built-up  Area,HRBR Layout,1265.0,2.0,1.0,78.0,2
Super built-up  Area,HRBR Layout,1170.0,2.0,2.0,75.0,2
Built-up  Area,HRBR Layout,1900.0,3.0,1.0,90.0,4
Super built-up  Area,HRBR Layout,1625.0,3.0,2.0,120.0,3
Super built-up  Area,HRBR Layout,1301.0,2.0,1.0,120.0,2
Super built-up  Area,HRBR Layout,1145.0,2.0,2.0,68.5,2
Built-up  Area,HRBR Layout,1300.0,2.0,3.0,90.0,2
Super built-up  Area,HSR Layout,1372.0,2.0,1.0,68.0,2
Super built-up  Area,HSR Layout,1475.0,3.0,2.0,75.0,3
Built-up  Area,HSR Layout,1467.0,2.0,1.0,55.0,2
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1372.0,2.0,1.0,61.0,2
Super built-up  Area,HSR Layout,1750.0,3.0,2.0,95.0,3
Super built-up  Area,HSR Layout,1027.0,2.0,2.0,44.0,2
Super built-up  Area,HSR Layout,1650.0,3.0,2.0,110.0,3
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1372.0,2.0,1.0,61.0,2
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1185.0,2.0,2.0,60.0,2
Super built-up  Area,HSR Layout,1127.0,2.0,1.0,68.0,2
Super built-up  Area,HSR Layout,1600.0,2.0,2.0,115.0,3
Super built-up  Area,HSR Layout,1145.0,2.0,2.0,48.0,2
Super built-up  Area,HSR Layout,1009.0,2.0,2.0,56.0,2
Super built-up  Area,HSR Layout,1300.0,2.0,2.0,98.0,2
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Built-up  Area,HSR Layout,1126.0,2.0,1.0,69.0,2
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1145.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1142.0,2.0,2.0,65.0,2
Super built-up  Area,HSR Layout,1145.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1844.0,3.0,3.0,95.0,3
Built-up  Area,HSR Layout,1203.0,2.0,2.0,72.0,2
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Built-up  Area,HSR Layout,4200.0,5.0,2.0,245.0,5
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1145.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1009.0,2.0,2.0,56.0,2
Built-up  Area,HSR Layout,1145.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1100.0,2.0,2.0,44.0,2
Super built-up  Area,HSR Layout,1203.0,2.0,2.0,60.0,2
Built-up  Area,HSR Layout,1120.0,2.0,1.0,70.0,2
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Super built-up  Area,HSR Layout,1289.0,2.0,2.0,70.0,2
Super built-up  Area,HSR Layout,1844.0,3.0,1.0,89.0,3
Built-up  Area,HSR Layout,1203.0,2.0,2.0,60.0,2
Super built-up  Area,HSR Layout,1140.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1240.0,2.0,1.0,70.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Built-up  Area,Haralur Road,1202.0,2.0,1.0,53.0,2
Super built-up  Area,Haralur Road,1056.0,2.0,1.0,61.0,2
Super built-up  Area,Haralur Road,1810.0,3.0,2.0,100.0,3
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1225.0,2.0,1.0,67.38,2
Super built-up  Area,Haralur Road,1243.0,2.0,1.0,46.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,1920.0,3.0,1.0,115.0,3
Super built-up  Area,Haralur Road,1875.0,3.0,2.0,110.0,3
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Super built-up  Area,Haralur Road,1140.0,2.0,2.0,43.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,2017.0,3.0,2.0,125.0,3
Super built-up  Area,Haralur Road,1140.0,2.0,2.0,43.0,2
Super built-up  Area,Haralur Road,1875.0,3.0,3.0,110.0,3
Super built-up  Area,Haralur Road,1092.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,2475.0,4.0,2.0,130.0,3
Super built-up  Area,Haralur Road,1300.0,2.0,2.0,73.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1850.0,3.0,2.0,110.0,3
Super built-up  Area,Haralur Road,1225.0,2.0,1.0,67.38,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,3400.0,5.0,3.0,240.0,4
Super built-up  Area,Haralur Road,1464.0,2.0,2.0,56.0,2
Super built-up  Area,Haralur Road,1230.0,2.0,1.0,78.0,2
Built-up  Area,Haralur Road,1000.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,1300.0,2.0,2.0,79.0,2
Super built-up  Area,Haralur Road,1444.0,2.0,1.0,80.0,3
Built-up  Area,Haralur Road,1088.0,2.0,1.0,68.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,1.0,44.0,2
Super built-up  Area,Haralur Road,1225.0,2.0,1.0,70.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1830.0,3.0,2.0,101.0,3
Super built-up  Area,Haralur Road,1810.0,3.0,2.0,126.0,3
Super built-up  Area,Haralur Road,1464.0,2.0,2.0,56.0,2
Super built-up  Area,Haralur Road,1520.0,2.0,2.0,96.0,3
Super built-up  Area,Haralur Road,1300.0,2.0,2.0,75.0,2
Super built-up  Area,Haralur Road,2017.0,2.0,2.0,125.0,3
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,2805.0,5.0,3.0,160.0,4
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2
Built-up  Area,Haralur Road,2017.0,3.0,2.0,105.0,3
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1520.0,2.0,2.0,90.0,3
Built-up  Area,Haralur Road,1300.0,2.0,2.0,60.0,2
Super built-up  Area,Haralur Road,1985.0,3.0,2.0,130.0,3
Super built-up  Area,Haralur Road,1255.0,2.0,1.0,90.0,3
Super built-up  Area,Haralur Road,1056.0,2.0,1.0,60.0,2
Super built-up  Area,Haralur Road,1140.0,2.0,1.0,42.0,2
Super built-up  Area,Haralur Road,1245.0,2.0,3.0,62.0,2
Built-up  Area,Haralur Road,1140.0,2.0,2.0,58.0,2
Super built-up  Area,Haralur Road,1140.0,2.0,2.0,42.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,43.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Super built-up  Area,Haralur Road,1560.0,3.0,1.0,90.0,3
Super built-up  Area,Haralur Road,1520.0,2.0,2.0,85.0,3
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,45.0,2
Super built-up  Area,Haralur Road,1027.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1650.0,3.0,3.0,100.0,3
Super built-up  Area,Haralur Road,1580.0,3.0,1.0,73.0,3
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Super built-up  Area,Haralur Road,1520.0,2.0,2.0,96.0,3
Super built-up  Area,Haralur Road,1510.0,3.0,2.0,83.05,3
Built-up  Area,Haralur Road,1056.0,2.0,1.0,65.0,2
Super built-up  Area,Haralur Road,1810.0,3.0,2.0,100.0,3
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,575.0,1.0,1.0,38.0,1
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1140.0,2.0,2.0,43.0,2
Super built-up  Area,Haralur Road,1850.0,3.0,2.0,120.0,3
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,47.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,1.0,46.0,2
Super built-up  Area,Haralur Road,1710.0,3.0,2.0,85.0,3
Super built-up  Area,Haralur Road,1730.0,3.0,1.0,95.0,3
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1817.0,3.0,2.0,110.0,3
Super built-up  Area,Haralur Road,1225.0,2.0,1.0,77.0,2
Super built-up  Area,Haralur Road,1285.0,2.0,1.0,78.0,2
Super built-up  Area,Haralur Road,1225.0,2.0,1.0,67.48,2
Super built-up  Area,Haralur Road,1225.0,2.0,1.0,69.84,2
Super built-up  Area,Haralur Road,1200.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1315.0,2.0,1.0,85.0,2
Built-up  Area,Haralur Road,1976.0,3.0,2.0,92.0,3
Super built-up  Area,Haralur Road,1300.0,2.0,2.0,75.0,2
Super built-up  Area,Haralur Road,1309.0,2.0,1.0,82.0,2
Super built-up  Area,Haralur Road,1027.0,1.0,2.0,44.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1140.0,2.0,2.0,43.0,2
Super built-up  Area,Haralur Road,1300.0,2.0,1.0,75.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Built-up  Area,Haralur Road,1890.0,3.0,2.0,84.0,3
Super built-up  Area,Haralur Road,1230.0,2.0,1.0,67.65,2
Super built-up  Area,Haralur Road,1194.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1092.0,2.0,2.0,44.0,2
Super built-up  Area,Haralur Road,1255.0,3.0,1.0,90.0,3
Super built-up  Area,Haralur Road,1735.0,3.0,2.0,97.0,3
Super built-up  Area,Haralur Road,1810.0,3.0,2.0,97.83,3
Super built-up  Area,Haralur Road,1200.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1243.0,2.0,2.0,46.0,2
Super built-up  Area,Haralur Road,1810.0,3.0,2.0,112.0,3
Super built-up  Area,Harlur,1508.0,2.0,1.0,77.0,2
Super built-up  Area,Harlur,1752.12,3.0,2.0,135.0,3
Super built-up  Area,Harlur,1709.0,3.0,2.0,150.0,3
Super built-up  Area,Harlur,1174.0,2.0,1.0,69.0,2
Super built-up  Area,Harlur,1033.0,2.0,2.0,49.0,2
Built-up  Area,Harlur,1197.0,2.0,1.0,84.0,2
Super built-up  Area,Harlur,1757.0,3.0,2.0,132.0,3
Super built-up  Area,Harlur,1174.0,2.0,1.0,76.0,2
Super built-up  Area,Harlur,1754.0,3.0,2.0,125.0,3
Super built-up  Area,Harlur,1290.0,2.0,1.0,85.0,2
Super built-up  Area,Harlur,1752.12,3.0,2.0,116.0,3
Super built-up  Area,Harlur,1754.0,3.0,2.0,135.0,3
Super built-up  Area,Harlur,1754.0,3.0,2.0,124.0,3
Super built-up  Area,Harlur,1152.0,2.0,2.0,69.0,2
Super built-up  Area,Harlur,1290.0,2.0,1.0,87.0,2
Super built-up  Area,Harlur,1749.0,3.0,2.0,115.0,3
Built-up  Area,Harlur,3385.0,4.0,2.0,260.0,4
Super built-up  Area,Harlur,1758.0,3.0,2.0,133.0,3
Super built-up  Area,Harlur,1197.0,2.0,1.0,79.0,2
Super built-up  Area,Harlur,1174.0,2.0,1.0,78.0,2
Super built-up  Area,Harlur,1200.0,2.0,2.0,52.0,2
Super built-up  Area,Harlur,1197.0,2.0,1.0,79.0,2
Super built-up  Area,Harlur,1749.0,3.0,2.0,112.0,3
Super built-up  Area,Harlur,1174.0,2.0,1.0,75.0,2
Super built-up  Area,Harlur,1750.0,3.0,2.0,136.0,3
Super built-up  Area,Harlur,1620.0,3.0,1.0,110.0,3
Super built-up  Area,Harlur,1762.0,3.0,2.0,133.0,3
Super built-up  Area,Harlur,1756.0,3.0,2.0,131.0,3
Super built-up  Area,Harlur,1755.0,3.0,2.0,130.0,3
Super built-up  Area,Harlur,1864.0,3.0,1.0,140.0,3
Super built-up  Area,Harlur,1331.0,2.0,1.0,88.0,2
Super built-up  Area,Harlur,1752.12,3.0,2.0,133.0,3
Built-up  Area,Harlur,1133.0,2.0,1.0,55.0,2
Super built-up  Area,Harlur,1756.0,3.0,2.0,128.0,3
Super built-up  Area,Harlur,1749.0,3.0,2.0,120.0,3
Built-up  Area,Harlur,1197.0,2.0,1.0,82.0,2
Super built-up  Area,Harlur,1303.0,2.0,1.0,90.0,2
Super built-up  Area,Harlur,1754.0,3.0,2.0,132.0,3
Super built-up  Area,Harlur,1174.0,2.0,1.0,75.0,2
Super built-up  Area,Harlur,1756.0,3.0,2.0,134.0,3
Super built-up  Area,Harlur,1197.0,2.0,1.0,78.0,2
Super built-up  Area,Harlur,1290.0,2.0,1.0,89.9,2
Super built-up  Area,Harlur,1386.0,2.0,2.0,85.0,2
Super built-up  Area,Harlur,1174.0,2.0,1.0,74.0,2
Super built-up  Area,Harlur,1174.0,2.0,1.0,78.0,2
Super built-up  Area,Harlur,1755.0,3.0,2.0,115.0,3
Built-up  Area,Harlur,2569.0,4.0,1.0,175.0,4
Super built-up  Area,Harlur,1197.0,2.0,1.0,77.0,2
Super built-up  Area,Harlur,1752.12,3.0,2.0,125.0,3
Super built-up  Area,Harlur,2569.0,5.0,3.0,180.0,4
Built-up  Area,Harlur,1225.0,2.0,2.0,56.0,2
Super built-up  Area,Harlur,1197.0,2.0,1.0,76.0,2
Super built-up  Area,Harlur,1197.0,2.0,1.0,75.0,2
Super built-up  Area,Harlur,1755.0,3.0,2.0,117.0,3
Super built-up  Area,Harlur,1197.0,2.0,1.0,79.9,2
Super built-up  Area,Harlur,936.0,2.0,1.0,45.0,2
Super built-up  Area,Harlur,2990.0,4.0,1.0,225.0,4
Built-up  Area,Harlur,1370.0,2.0,2.0,88.0,2
Super built-up  Area,Harlur,1335.0,2.0,0.0,72.76,2
Super built-up  Area,Hebbal,1760.0,2.0,2.0,123.0,3
Super built-up  Area,Hebbal,5611.5,4.0,0.0,477.0,4
Super built-up  Area,Hebbal,1349.0,2.0,1.0,98.2,2
Super built-up  Area,Hebbal,2483.0,5.0,2.0,212.0,4
Super built-up  Area,Hebbal,1760.0,2.0,2.0,130.0,3
Super built-up  Area,Hebbal,1920.0,3.0,2.0,134.0,3
Super built-up  Area,Hebbal,1337.0,2.0,1.0,82.0,2
Super built-up  Area,Hebbal,1349.0,2.0,1.0,98.0,2
Super built-up  Area,Hebbal,1790.0,3.0,2.0,127.0,3
Carpet  Area,Hebbal,687.325,2.0,0.0,42.72,2
Super built-up  Area,Hebbal,2790.0,5.0,3.0,198.0,4
Super built-up  Area,Hebbal,1985.0,4.0,2.0,189.0,3
Super built-up  Area,Hebbal,2483.0,5.0,2.0,215.0,4
Super built-up  Area,Hebbal,1080.0,2.0,1.0,54.0,2
Super built-up  Area,Hebbal,812.0,2.0,2.0,55.0,2
Super built-up  Area,Hebbal,2790.0,4.0,3.0,198.0,4
Super built-up  Area,Hebbal,3067.0,4.0,2.0,230.0,4
Super built-up  Area,Hebbal,2526.0,2.0,2.0,250.0,3
Super built-up  Area,Hebbal,3067.0,4.0,3.0,230.0,4
Carpet  Area,Hebbal,823.0,2.0,1.0,50.63,2
Super built-up  Area,Hebbal,1420.0,2.0,1.0,123.0,2
Super built-up  Area,Hebbal,1420.0,2.0,1.0,99.39,2
Super built-up  Area,Hebbal,4235.0,4.0,2.0,365.0,4
Super built-up  Area,Hebbal,1700.0,3.0,2.0,124.0,3
Super built-up  Area,Hebbal,3960.0,5.0,3.0,386.0,4
Super built-up  Area,Hebbal,1420.0,2.0,1.0,99.39,2
Super built-up  Area,Hebbal,1440.0,2.0,1.0,115.0,2
Super built-up  Area,Hebbal,1100.0,2.0,1.0,54.0,2
Super built-up  Area,Hebbal,2400.0,4.0,1.0,180.0,3
Built-up  Area,Hebbal,1420.0,2.0,2.0,107.0,2
Super built-up  Area,Hebbal,1320.0,2.0,1.0,92.0,2
Built-up  Area,Hebbal,919.0,2.0,1.0,49.0,2
Super built-up  Area,Hebbal,1645.0,3.0,2.0,135.0,3
Super built-up  Area,Hebbal,2080.0,3.0,3.0,175.0,3
Super built-up  Area,Hebbal,2483.0,5.0,2.0,230.0,4
Super built-up  Area,Hebbal,2600.0,3.0,2.0,195.0,3
Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3
Super built-up  Area,Hebbal,1251.0,2.0,1.0,88.73,2
Super built-up  Area,Hebbal,1645.0,3.0,2.0,121.0,3
Super built-up  Area,Hebbal,1760.0,3.0,2.0,123.0,3
Super built-up  Area,Hebbal,2790.0,4.0,3.0,198.0,4
Super built-up  Area,Hebbal,3960.0,5.0,3.0,386.0,4
Super built-up  Area,Hebbal,1645.0,3.0,2.0,120.0,3
Super built-up  Area,Hebbal,1255.0,2.0,1.0,90.0,3
Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3
Super built-up  Area,Hebbal,1636.0,3.0,1.0,119.0,3
Super built-up  Area,Hebbal,2661.0,2.0,2.0,226.5,3
Super built-up  Area,Hebbal,1255.0,2.0,1.0,95.0,3
Super built-up  Area,Hebbal,2790.0,4.0,3.0,198.0,4
Super built-up  Area,Hebbal,1255.0,2.0,1.0,95.0,3
Super built-up  Area,Hebbal,1088.0,2.0,2.0,61.45,2
Super built-up  Area,Hebbal,1349.0,2.0,1.0,97.8,2
Super built-up  Area,Hebbal,1344.0,2.0,1.0,108.0,2
Super built-up  Area,Hebbal,1255.0,2.0,1.0,90.0,3
Super built-up  Area,Hebbal,1138.0,2.0,1.0,110.0,2
Super built-up  Area,Hebbal,2790.0,5.0,3.0,204.0,4
Super built-up  Area,Hebbal,1088.0,2.0,2.0,62.0,2
Super built-up  Area,Hebbal,1987.0,4.0,2.0,165.0,3
Super built-up  Area,Hebbal,2790.0,5.0,3.0,198.0,4
Built-up  Area,Hebbal,1299.0,2.0,1.0,100.0,2
Super built-up  Area,Hebbal,1200.0,2.0,1.0,60.0,2
Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3
Super built-up  Area,Hebbal,1390.0,2.0,2.0,95.0,2
Super built-up  Area,Hebbal,1333.0,2.0,1.0,100.0,2
Super built-up  Area,Hebbal,2650.0,4.0,3.0,199.0,3
Super built-up  Area,Hebbal,1800.0,3.0,2.0,140.0,3
Super built-up  Area,Hebbal,2470.0,4.0,2.0,203.0,4
Super built-up  Area,Hebbal,1255.0,2.0,1.0,95.0,3
Built-up  Area,Hebbal,1333.0,2.0,1.0,104.0,2
Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3
Super built-up  Area,Hebbal,2600.0,3.0,2.0,199.0,3
Super built-up  Area,Hebbal,1345.0,2.0,1.0,97.0,2
Super built-up  Area,Hebbal,985.0,2.0,2.0,62.0,2
Super built-up  Area,Hebbal,1320.0,2.0,1.0,91.0,2
Super built-up  Area,Hebbal,2388.0,3.0,1.0,195.0,3
Super built-up  Area,Hebbal,1040.0,2.0,1.0,55.0,2
Super built-up  Area,Hebbal,2600.0,3.0,2.0,195.0,3
Super built-up  Area,Hebbal,2630.0,5.0,0.0,188.0,4
Super built-up  Area,Hebbal,2790.0,5.0,3.0,198.0,4
Super built-up  Area,Hebbal,1645.0,3.0,2.0,113.0,3
Super built-up  Area,Hebbal,1420.0,2.0,1.0,99.39,2
Super built-up  Area,Hebbal,1162.0,2.0,1.0,69.0,2
Built-up  Area,Hebbal,1100.0,2.0,1.0,60.0,2
Super built-up  Area,Hebbal,4235.0,5.0,3.0,364.0,4
Super built-up  Area,Hebbal,1299.0,2.0,1.0,97.0,2
Super built-up  Area,Hebbal,2470.0,5.0,2.0,192.0,4
Super built-up  Area,Hebbal,1645.0,3.0,2.0,117.0,3
Super built-up  Area,Hebbal,1920.0,3.0,2.0,134.0,3
Super built-up  Area,Hebbal,1920.0,3.0,2.0,150.0,3
Super built-up  Area,Hebbal,2375.0,4.0,2.0,189.0,4
Super built-up  Area,Hebbal,1420.0,2.0,1.0,99.26,2
Super built-up  Area,Hebbal,1252.0,2.0,1.0,92.0,2
Super built-up  Area,Hebbal,2790.0,4.0,3.0,198.0,4
Super built-up  Area,Hebbal,1162.0,2.0,1.0,59.0,2
Super built-up  Area,Hebbal,1294.0,2.0,1.0,115.0,2
Built-up  Area,Hebbal,1150.0,2.0,1.0,57.0,2
Super built-up  Area,Hebbal,1740.0,2.0,1.0,137.0,3
Super built-up  Area,Hebbal,1662.0,3.0,2.0,155.0,3
Built-up  Area,Hebbal,2250.0,3.0,2.0,219.0,3
Super built-up  Area,Hebbal,1349.0,2.0,1.0,98.0,2
Super built-up  Area,Hebbal,1349.0,2.0,1.0,96.8,2
Super built-up  Area,Hebbal Kempapura,1700.0,3.0,2.0,155.0,3
Super built-up  Area,Hebbal Kempapura,1800.0,3.0,2.0,175.0,3
Super built-up  Area,Hebbal Kempapura,2900.0,4.0,2.0,300.0,3
Super built-up  Area,Hebbal Kempapura,3522.0,3.0,2.0,380.0,3
Plot  Area,Hebbal Kempapura,2280.0,5.0,2.0,200.0,5
Plot  Area,Hebbal Kempapura,1200.0,2.0,1.0,125.0,2
Super built-up  Area,Hebbal Kempapura,2900.0,4.0,2.0,240.0,3
Built-up  Area,Hebbal Kempapura,1300.0,2.0,2.0,102.0,2
Super built-up  Area,Hebbal Kempapura,1466.0,2.0,3.0,140.0,3
Built-up  Area,Hebbal Kempapura,1725.0,2.0,1.0,165.0,3
Plot  Area,Hebbal Kempapura,1200.0,3.0,2.0,125.0,3
Built-up  Area,Hebbal Kempapura,3408.0,3.0,3.0,260.0,3
Super built-up  Area,Hebbal Kempapura,1485.0,3.0,3.0,132.0,2
Super built-up  Area,Hebbal Kempapura,1400.0,2.0,2.0,108.0,2
Super built-up  Area,Hebbal Kempapura,1800.0,3.0,3.0,150.0,3
Plot  Area,Hebbal Kempapura,2400.0,5.0,2.0,200.0,5
Built-up  Area,Hebbal Kempapura,2800.0,5.0,1.0,220.0,5
Built-up  Area,Hebbal Kempapura,1785.0,3.0,0.0,165.0,3
Super built-up  Area,Hebbal Kempapura,3729.0,4.0,2.0,384.0,4
Super built-up  Area,Hebbal Kempapura,1600.0,3.0,3.0,170.0,3
Super built-up  Area,Hebbal Kempapura,1730.0,3.0,2.0,175.0,3
Super built-up  Area,Hegde Nagar,1569.0,3.0,1.0,101.0,3
Built-up  Area,Hegde Nagar,3000.0,7.0,2.0,210.0,6
Super built-up  Area,Hegde Nagar,2026.0,3.0,2.0,132.0,3
Super built-up  Area,Hegde Nagar,1801.0,3.0,2.0,115.0,3
Plot  Area,Hegde Nagar,1050.0,1.0,2.0,56.0,2
Super built-up  Area,Hegde Nagar,1341.0,2.0,1.0,97.0,2
Super built-up  Area,Hegde Nagar,2112.95,4.0,2.0,145.0,3
Plot  Area,Hegde Nagar,1200.0,4.0,1.0,83.0,4
Super built-up  Area,Hegde Nagar,1703.0,3.0,2.0,113.0,3
Super built-up  Area,Hegde Nagar,1570.0,3.0,1.0,105.0,3
Super built-up  Area,Hegde Nagar,1801.0,3.0,2.0,140.0,3
Super built-up  Area,Hegde Nagar,1584.01,3.0,1.0,103.0,3
Super built-up  Area,Hegde Nagar,1965.0,4.0,2.0,125.0,3
Plot  Area,Hegde Nagar,1200.0,2.0,0.0,75.0,2
Super built-up  Area,Hegde Nagar,1847.0,3.0,2.0,135.0,3
Super built-up  Area,Hegde Nagar,1965.0,4.0,2.0,132.0,3
Super built-up  Area,Hegde Nagar,1703.0,3.0,2.0,125.0,3
Super built-up  Area,Hegde Nagar,1847.0,3.0,2.0,125.0,3
Super built-up  Area,Hegde Nagar,2144.6,4.0,2.0,145.0,3
Super built-up  Area,Hegde Nagar,1718.0,3.0,2.0,119.0,3
Super built-up  Area,Hegde Nagar,1847.0,3.0,2.0,123.0,3
Super built-up  Area,Hegde Nagar,1340.0,2.0,2.0,72.0,2
Super built-up  Area,Hegde Nagar,2087.01,3.0,2.0,115.0,3
Super built-up  Area,Hegde Nagar,1703.0,3.0,2.0,130.0,3
Super built-up  Area,Hegde Nagar,2087.01,4.0,2.0,135.0,3
Super built-up  Area,Hegde Nagar,1718.0,3.0,2.0,130.0,3
Super built-up  Area,Hegde Nagar,1884.0,4.0,2.0,118.0,3
Super built-up  Area,Hegde Nagar,1930.0,4.0,2.0,122.0,3
Super built-up  Area,Hegde Nagar,1584.01,3.0,1.0,104.0,3
Super built-up  Area,Hegde Nagar,1168.0,2.0,1.0,68.0,3
Super built-up  Area,Hegde Nagar,2162.03,4.0,2.0,129.0,3
Super built-up  Area,Hegde Nagar,2087.01,4.0,2.0,160.0,3
Plot  Area,Hegde Nagar,1000.0,2.0,0.0,66.0,2
Built-up  Area,Hegde Nagar,1348.0,2.0,2.0,80.5,3
Super built-up  Area,Hennur,1075.0,2.0,1.0,52.0,2
Super built-up  Area,Hennur,1255.0,2.0,1.0,52.32,2
Super built-up  Area,Hennur,1225.0,2.0,1.0,57.0,2
Super built-up  Area,Hennur,1255.0,2.0,1.0,57.5,2
Super built-up  Area,Hennur,1259.0,2.0,2.0,57.0,2
Super built-up  Area,Hennur,1255.0,2.0,2.0,53.5,2
Super built-up  Area,Hennur,1285.0,2.0,1.0,60.0,2
Super built-up  Area,Hennur,1285.0,2.0,1.0,60.0,2
Built-up  Area,Hennur,1100.0,2.0,1.0,60.0,2
Super built-up  Area,Hennur,1231.0,2.0,2.0,48.0,2
Super built-up  Area,Hennur,1255.0,2.0,1.0,58.0,2
Super built-up  Area,Hennur,1040.0,2.0,2.0,42.12,2
Super built-up  Area,Hennur,1255.0,2.0,1.0,54.5,2
Super built-up  Area,Hennur,1041.0,2.0,2.0,40.6,2
Super built-up  Area,Hennur,1255.0,2.0,1.0,55.5,2
Super built-up  Area,Hennur,1231.0,2.0,2.0,50.0,2
Built-up  Area,Hennur,2500.0,5.0,2.0,125.0,5
Super built-up  Area,Hennur,1160.0,2.0,1.0,49.0,2
Super built-up  Area,Hennur,2400.0,3.0,2.0,135.0,3
Super built-up  Area,Hennur,1255.0,2.0,2.0,53.5,2
Super built-up  Area,Hennur,1255.0,2.0,2.0,55.5,2
Super built-up  Area,Hennur,1100.0,2.0,1.0,44.55,2
Super built-up  Area,Hennur,1255.0,2.0,1.0,57.5,2
Super built-up  Area,Hennur,960.0,2.0,1.0,48.0,2
Super built-up  Area,Hennur,1020.0,2.0,1.0,48.0,2
